Time,URL,Created By,Image URL,CopyMint Detected
01:24:53,https://opensea.io/collection/cryptopunk-8,Empty Collection,Failed to retrieve image,FALSE
01:24:54,https://opensea.io/collection/cryptopunk-9,Empty Collection,Failed to retrieve image,FALSE
01:24:56,https://opensea.io/collection/cryptopunk-10,Empty Collection,Failed to retrieve image,FALSE
01:24:58,https://opensea.io/collection/cryptopunk-11,Empty Collection,Failed to retrieve image,FALSE
01:25:01,https://opensea.io/collection/cryptopunk-13,Empty Collection,Failed to retrieve image,FALSE
01:25:04,https://opensea.io/collection/cryptopunk-15,Empty Collection,Failed to retrieve image,FALSE
01:25:06,https://opensea.io/collection/cryptopunk-16,Empty Collection,Failed to retrieve image,FALSE
01:25:09,https://opensea.io/collection/cryptopunk-17,Empty Collection,Failed to retrieve image,FALSE
01:25:11,https://opensea.io/collection/cryptopunk-18,Empty Collection,Failed to retrieve image,FALSE
01:25:12,https://opensea.io/collection/cryptopunk-19,Empty Collection,Failed to retrieve image,FALSE
01:25:17,https://opensea.io/collection/cryptopunk-21,Empty Collection,Failed to retrieve image,FALSE
01:25:19,https://opensea.io/collection/cryptopunk-22,Empty Collection,Failed to retrieve image,FALSE
01:25:22,https://opensea.io/collection/cryptopunk-23,Empty Collection,Failed to retrieve image,FALSE
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
Time,URL,Created By,Image URL,CopyMint Detected
